公司名称,板块,审核状态,地区,行业,保荐机构,律师事务所,会计师事务所,受理日期,更新日期,链接
江苏齐晖医药科技股份有限公司,主板,终止,江苏,医药制造业,华泰联合证券有限责任公司,上海市广发律师事务所,天衡会计师事务所（特殊普通合伙）,2023-08-01,2023-03-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1692
北京清大科越股份有限公司,科创板,终止,北京,软件和信息技术服务业,长江证券承销保荐有限公司,国浩律师（北京）事务所,致同会计师事务所（特殊普通合伙）,2023-07-24,2022-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1280
海特克动力股份有限公司,主板,终止,浙江,通用设备制造业,中信证券股份有限公司,上海市锦天城律师事务所,立信会计师事务所（特殊普通合伙）,2023-07-24,2023-03-04,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1491
北京康美特科技股份有限公司,科创板,终止,北京,计算机、通信和其他电子设备制造业,广发证券股份有限公司,北京市康达律师事务所,容诚会计师事务所（特殊普通合伙）,2023-07-20,2023-03-04,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1406
赛卓电子科技（上海）股份有限公司,科创板,终止,上海,计算机、通信和其他电子设备制造业,兴业证券股份有限公司,国浩律师（上海）事务所,众华会计师事务所（特殊普通合伙）,2023-07-20,2022-12-28,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1351
陕西汉王药业股份有限公司,主板,终止,陕西,医药制造业,兴业证券股份有限公司,国浩律师（北京）事务所,中审众环会计师事务所（特殊普通合伙）,2023-07-17,2023-03-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1589
鼎镁新材料科技股份有限公司,主板,终止,江苏,金属制品业,国泰君安证券股份有限公司,上海市锦天城律师事务所,天职国际会计师事务所（特殊普通合伙）,2023-07-15,2023-02-27,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1560
上海福贝宠物用品股份有限公司,主板,终止,上海,农副食品加工业,广发证券股份有限公司,上海市锦天城律师事务所,大信会计师事务所（特殊普通合伙）,2023-07-07,2023-03-04,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1755
广州天极电子科技股份有限公司,科创板,终止,广东,计算机、通信和其他电子设备制造业,东北证券股份有限公司,北京国枫律师事务所,容诚会计师事务所（特殊普通合伙）,2023-07-07,2022-06-28,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1276
新疆新华水电投资股份有限公司,主板,终止,新疆,电力、热力生产和供应业,平安证券股份有限公司,北京国枫律师事务所,天健会计师事务所（特殊普通合伙）,2023-07-03,2023-03-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1669
山西紫林醋业股份有限公司,主板,终止,山西,食品制造业,中德证券有限责任公司,北京市中伦律师事务所,立信会计师事务所（特殊普通合伙）,2023-06-30,2023-03-02,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1614
深圳市微源半导体股份有限公司,科创板,终止,广东,软件和信息技术服务业,海通证券股份有限公司,上海市锦天城律师事务所,天职国际会计师事务所（特殊普通合伙）,2023-06-30,2022-05-26,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1146
重庆宇隆光电科技股份有限公司,主板,终止,重庆,计算机、通信和其他电子设备制造业,中信证券股份有限公司,北京市中伦律师事务所,上会会计师事务所（特殊普通合伙）,2023-06-30,2023-03-04,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1709
飞依诺科技股份有限公司,科创板,终止,江苏,专用设备制造业,中国国际金融股份有限公司,北京德恒律师事务所,立信会计师事务所（特殊普通合伙）,2023-06-29,2022-12-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1431
北江智联纺织股份有限公司,主板,终止,广东,纺织业,中国银河证券股份有限公司,北京市汉坤律师事务所,致同会计师事务所（特殊普通合伙）,2023-06-29,2023-03-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1650
中电科思仪科技股份有限公司,科创板,终止,山东,仪器仪表制造业,中信证券股份有限公司,上海市锦天城律师事务所,容诚会计师事务所（特殊普通合伙）,2023-06-21,2022-12-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1405
苏州韬略生物科技股份有限公司,科创板,终止,江苏,医药制造业,中国国际金融股份有限公司,北京市君合律师事务所,天健会计师事务所（特殊普通合伙）,2023-06-20,2022-06-21,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1192
北京吉威空间信息股份有限公司,科创板,终止,北京,软件和信息技术服务业,中信证券股份有限公司,北京金杜（成都）律师事务所,信永中和会计师事务所（特殊普通合伙）,2023-06-16,2021-12-31,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1114
舒普智能技术股份有限公司,主板,终止,浙江,专用设备制造业,财通证券股份有限公司,上海市锦天城律师事务所,天健会计师事务所（特殊普通合伙）,2023-06-09,2023-02-27,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1515
无锡硅动力微电子股份有限公司,科创板,终止,江苏,计算机、通信和其他电子设备制造业,安信证券股份有限公司,国浩律师（南京）事务所,天衡会计师事务所（特殊普通合伙）,2023-06-02,2022-09-22,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1314
杭州联川生物技术股份有限公司,科创板,终止,浙江,专业技术服务业,国金证券股份有限公司,北京市君合律师事务所,容诚会计师事务所（特殊普通合伙）,2023-06-02,2022-06-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1287
河南嘉晨智能控制股份有限公司,科创板,终止,河南,仪器仪表制造业,国元证券股份有限公司,上海市锦天城律师事务所,天健会计师事务所（特殊普通合伙）,2023-05-30,2022-06-27,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1207
北京华昊中天生物医药股份有限公司,科创板,终止,北京,医药制造业,中国国际金融股份有限公司,北京德恒律师事务所,毕马威华振会计师事务所（特殊普通合伙）,2023-05-23,2022-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1306
先正达集团股份有限公司,科创板,终止,上海,医药制造业,中国国际金融股份有限公司中银国际证券股份有限公司,北京市海问律师事务所,毕马威华振会计师事务所（特殊普通合伙）,2023-05-18,2021-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=992
浙江中天东方氟硅材料股份有限公司,主板,终止,浙江,化学原料和化学制品制造业,民生证券股份有限公司,国浩律师（杭州）事务所,中汇会计师事务所（特殊普通合伙）,2023-05-15,2023-03-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1493
思必驰科技股份有限公司,科创板,终止,江苏,软件和信息技术服务业,中信证券股份有限公司,北京市金杜律师事务所,天健会计师事务所（特殊普通合伙）,2023-05-11,2022-07-15,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1302
上海晋飞碳纤科技股份有限公司,科创板,终止,上海,非金属矿物制品业,海通证券股份有限公司,上海澄明则正律师事务所,容诚会计师事务所（特殊普通合伙）,2023-05-08,2022-12-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1407
上海聚威新材料股份有限公司,科创板,终止,上海,橡胶和塑料制品业,第一创业证券承销保荐有限责任公司,国浩律师（上海）事务所,天职国际会计师事务所（特殊普通合伙）,2023-04-28,2022-06-28,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1208
河南惠强新能源材料科技股份有限公司,科创板,终止,河南,橡胶和塑料制品业,海通证券股份有限公司,上海市锦天城律师事务所,中汇会计师事务所（特殊普通合伙）,2023-04-27,2022-09-27,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1315
苏州赛芯电子科技股份有限公司,科创板,终止,江苏,计算机、通信和其他电子设备制造业,国泰君安证券股份有限公司,上海市锦天城律师事务所,容诚会计师事务所（特殊普通合伙）,2023-04-27,2022-06-28,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1262
上海兰宝传感科技股份有限公司,科创板,终止,上海,仪器仪表制造业,海通证券股份有限公司,上海市锦天城律师事务所,立信会计师事务所（特殊普通合伙）,2023-04-10,2022-06-27,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1198
苏州绿控传动科技股份有限公司,科创板,终止,江苏,汽车制造业,中国国际金融股份有限公司,北京市康达律师事务所,容诚会计师事务所（特殊普通合伙）,2023-03-31,2022-12-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1408
北京忆恒创源科技股份有限公司,科创板,终止,北京,计算机、通信和其他电子设备制造业,中国国际金融股份有限公司,北京市中伦律师事务所,中汇会计师事务所（特殊普通合伙）,2023-03-29,2021-12-28,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1092
昆仑太科（北京）技术股份有限公司,科创板,终止,北京,软件和信息技术服务业,中信证券股份有限公司,北京市大成律师事务所,天健会计师事务所（特殊普通合伙）,2023-03-27,2022-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1271
浙江太美医疗科技股份有限公司,科创板,终止,浙江,软件和信息技术服务业,华泰联合证券有限责任公司,上海市广发律师事务所,天健会计师事务所（特殊普通合伙）,2023-03-17,2021-12-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1095
西安中核核仪器股份有限公司,科创板,终止,陕西,专用设备制造业,中信建投证券股份有限公司,北京市中伦律师事务所,天健会计师事务所（特殊普通合伙）,2023-03-16,2022-09-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1337
北京集创北方科技股份有限公司,科创板,终止,北京,计算机、通信和其他电子设备制造业,华泰联合证券有限责任公司,北京市中伦律师事务所,立信会计师事务所（特殊普通合伙）,2023-03-14,2022-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1213
力品药业（厦门）股份有限公司,科创板,终止,福建,医药制造业,海通证券股份有限公司,北京市中伦律师事务所,普华永道中天会计师事务所（特殊普通合伙）,2023-03-02,2022-06-15,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1169
成都锐成芯微科技股份有限公司,科创板,终止,四川,软件和信息技术服务业,招商证券股份有限公司,北京市金杜律师事务所,立信会计师事务所（特殊普通合伙）,2023-03-02,2022-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1210
珠海博雅科技股份有限公司,科创板,终止,广东,计算机、通信和其他电子设备制造业,招商证券股份有限公司,北京市康达律师事务所,容诚会计师事务所（特殊普通合伙）,2023-03-02,2022-06-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1263
无锡中感微电子股份有限公司,科创板,终止,江苏,计算机、通信和其他电子设备制造业,国金证券股份有限公司,北京市大成律师事务所,容诚会计师事务所（特殊普通合伙）,2023-03-01,2022-06-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1293
以萨技术股份有限公司,科创板,终止,山东,软件和信息技术服务业,中国国际金融股份有限公司,北京市康达律师事务所,容诚会计师事务所（特殊普通合伙）,2023-02-21,2022-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1267
钰泰半导体股份有限公司,科创板,终止,江苏,软件和信息技术服务业,海通证券股份有限公司,北京市环球律师事务所,天健会计师事务所（特殊普通合伙）,2023-02-17,2022-06-08,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1172
上海昱章电气股份有限公司,科创板,终止,上海,电气机械和器材制造业,国泰君安证券股份有限公司,浙江天册律师事务所,天健会计师事务所（特殊普通合伙）,2023-02-13,2022-06-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1270
杭州新中大科技股份有限公司,科创板,终止,浙江,软件和信息技术服务业,中信证券股份有限公司,国浩律师（杭州）事务所,天健会计师事务所（特殊普通合伙）,2023-02-10,2022-06-23,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1196
深圳市槟城电子股份有限公司,科创板,终止,广东,计算机、通信和其他电子设备制造业,民生证券股份有限公司,广东华商律师事务所,立信会计师事务所（特殊普通合伙）,2023-01-31,2022-06-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1291
哈尔滨市科佳通用机电股份有限公司,科创板,终止,黑龙江,铁路、船舶、航空航天和其他运输设备制造业,国泰君安证券股份有限公司,北京德恒律师事务所,信永中和会计师事务所（特殊普通合伙）,2023-01-12,2022-06-21,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1193
苏州好博医疗器械股份有限公司,科创板,终止,江苏,专用设备制造业,华泰联合证券有限责任公司,北京植德律师事务所,容诚会计师事务所（特殊普通合伙）,2022-12-29,2022-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1304
上海治臻新能源股份有限公司,科创板,终止,上海,电气机械和器材制造业,海通证券股份有限公司,上海国瓴律师事务所,立信会计师事务所（特殊普通合伙）,2022-12-23,2022-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1296
北京盛诺基医药科技股份有限公司,科创板,终止,北京,医药制造业,华西证券股份有限公司,北京市君合律师事务所,安永华明会计师事务所（特殊普通合伙）,2022-12-16,2020-05-28,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=484
诚瑞光学（常州）股份有限公司,科创板,终止,江苏,计算机、通信和其他电子设备制造业,中国国际金融股份有限公司,北京市君合律师事务所,普华永道中天会计师事务所（特殊普通合伙）,2022-12-16,2022-06-06,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1166
弈柯莱生物科技（上海）股份有限公司,科创板,终止,上海,医药制造业,安信证券股份有限公司,北京市金杜律师事务所,立信会计师事务所（特殊普通合伙）,2022-12-15,2022-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1261
明峰医疗系统股份有限公司,科创板,终止,浙江,专用设备制造业,海通证券股份有限公司,北京市中伦律师事务所,大华会计师事务所（特殊普通合伙）,2022-12-09,2022-06-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1278
成都成发泰达航空科技股份有限公司,科创板,终止,四川,铁路、船舶、航空航天和其他运输设备制造业,华泰联合证券有限责任公司,北京市嘉源律师事务所,立信会计师事务所（特殊普通合伙）,2022-11-29,2022-05-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1147
江苏国富氢能技术装备股份有限公司,科创板,终止,江苏,专用设备制造业,国泰君安证券股份有限公司,北京市通商律师事务所,致同会计师事务所（特殊普通合伙）,2022-11-02,2022-06-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1288
北平机床（浙江）股份有限公司,科创板,终止,浙江,通用设备制造业,财通证券股份有限公司,浙江天册律师事务所,中汇会计师事务所（特殊普通合伙）,2022-11-02,2022-06-24,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1253
北京英视睿达科技股份有限公司,科创板,终止,北京,软件和信息技术服务业,东方证券承销保荐有限公司,北京市君合律师事务所,信永中和会计师事务所（特殊普通合伙）,2022-10-31,2022-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1299
浙江陀曼智能科技股份有限公司,科创板,终止,浙江,通用设备制造业,兴业证券股份有限公司,国浩律师（杭州）事务所,天健会计师事务所（特殊普通合伙）,2022-10-31,2022-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1301
深圳市柏瑞凯电子科技股份有限公司,科创板,终止,广东,计算机、通信和其他电子设备制造业,民生证券股份有限公司,上海市锦天城律师事务所,立信会计师事务所（特殊普通合伙）,2022-09-30,2022-06-10,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1173
珠海智融科技股份有限公司,科创板,终止,广东,软件和信息技术服务业,民生证券股份有限公司,广东信达律师事务所,天健会计师事务所（特殊普通合伙）,2022-09-07,2022-04-15,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1138
宁波恒普真空科技股份有限公司,科创板,终止,浙江,专用设备制造业,方正证券承销保荐有限责任公司,北京德恒律师事务所,天健会计师事务所（特殊普通合伙）,2022-08-25,2022-03-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1134
桂林光隆科技集团股份有限公司,科创板,终止,广西,计算机、通信和其他电子设备制造业,申万宏源证券承销保荐有限责任公司,北京观韬中茂律师事务所,大华会计师事务所（特殊普通合伙）,2022-08-21,2021-12-15,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1067
上海国微思尔芯技术股份有限公司,科创板,终止,上海,软件和信息技术服务业,中国国际金融股份有限公司,上海市通力律师事务所,立信会计师事务所（特殊普通合伙）,2022-07-28,2021-08-24,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1018
珠海云洲智能科技股份有限公司,科创板,终止,广东,通用设备制造业,中国国际金融股份有限公司,北京金杜（成都）律师事务所,天健会计师事务所（特殊普通合伙）,2022-07-19,2021-12-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1093
敏实集团有限公司,科创板,终止,境外,汽车制造业,华泰联合证券有限责任公司,上海市锦天城律师事务所,德勤华永会计师事务所（特殊普通合伙）,2022-07-18,2021-06-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1008
传神语联网网络科技股份有限公司,科创板,终止,湖北,软件和信息技术服务业,申港证券股份有限公司,北京市万商天勤律师事务所,北京中证天通会计师事务所（特殊普通合伙）,2022-07-05,2021-05-19,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=864
荣信汇科电气股份有限公司,科创板,终止,辽宁,电气机械和器材制造业,西部证券股份有限公司,北京市中伦律师事务所,容诚会计师事务所（特殊普通合伙）,2022-06-30,2021-12-23,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1068
武汉新华扬生物股份有限公司,科创板,终止,湖北,食品制造业,中信建投证券股份有限公司,上海市锦天城律师事务所,天健会计师事务所（特殊普通合伙）,2022-06-30,2021-09-28,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1027
广州极飞科技股份有限公司,科创板,终止,广东,计算机、通信和其他电子设备制造业,申万宏源证券承销保荐有限责任公司,北京市中伦律师事务所,毕马威华振会计师事务所（特殊普通合伙）,2022-05-05,2021-11-22,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1050
亚洲硅业（青海）股份有限公司,科创板,终止,青海,计算机、通信和其他电子设备制造业,平安证券股份有限公司,上海市锦天城律师事务所,天健会计师事务所（特殊普通合伙）,2022-05-01,2020-11-25,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=777
华勤技术股份有限公司,科创板,终止,上海,计算机、通信和其他电子设备制造业,中国国际金融股份有限公司,北京市中伦律师事务所,大华会计师事务所（特殊普通合伙）,2022-04-29,2021-06-28,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=966
派格生物医药（苏州）股份有限公司,科创板,终止,江苏,医药制造业,国泰君安证券股份有限公司,北京市君合律师事务所,立信会计师事务所（特殊普通合伙）,2022-04-13,2021-08-31,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1019
上海奉天电子股份有限公司,科创板,终止,上海,计算机、通信和其他电子设备制造业,光大证券股份有限公司,上海市锦天城律师事务所,上会会计师事务所（特殊普通合伙）,2022-03-25,2021-06-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=922
国网智能科技股份有限公司,科创板,终止,山东,专用设备制造业,中信证券股份有限公司,北京市金杜律师事务所,致同会计师事务所（特殊普通合伙）,2022-03-23,2021-06-18,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=923
北京谷数科技股份有限公司,科创板,终止,北京,软件和信息技术服务业,安信证券股份有限公司,北京市竞天公诚律师事务所,立信会计师事务所（特殊普通合伙）,2022-03-17,2021-06-18,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=919
上海商米科技集团股份有限公司,科创板,终止,上海,计算机、通信和其他电子设备制造业,海通证券股份有限公司,北京市竞天公诚律师事务所,普华永道中天会计师事务所（特殊普通合伙）,2022-03-02,2021-06-28,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=968
征图新视（江苏）科技股份有限公司,科创板,终止,江苏,仪器仪表制造业,东吴证券股份有限公司,上海市方达律师事务所,天衡会计师事务所（特殊普通合伙）,2022-01-28,2021-06-22,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=929
辉芒微电子（深圳）股份有限公司,科创板,终止,广东,计算机、通信和其他电子设备制造业,中信证券股份有限公司,上海市锦天城律师事务所,大华会计师事务所（特殊普通合伙）,2022-01-24,2021-12-22,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1071
深圳市联软科技股份有限公司,科创板,终止,广东,软件和信息技术服务业,长城证券股份有限公司,北京中银律师事务所,立信会计师事务所（特殊普通合伙）,2022-01-13,2021-06-23,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=944
广东中图半导体科技股份有限公司,科创板,终止,广东,计算机、通信和其他电子设备制造业,申万宏源证券承销保荐有限责任公司,北京市中伦律师事务所,天健会计师事务所（特殊普通合伙）,2022-01-04,2021-03-25,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=862
大汉软件股份有限公司,科创板,终止,江苏,软件和信息技术服务业,安信证券股份有限公司,上海市锦天城律师事务所,毕马威华振会计师事务所（特殊普通合伙）,2021-12-31,2021-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=942
龙腾半导体股份有限公司,科创板,终止,陕西,计算机、通信和其他电子设备制造业,国信证券股份有限公司,北京金诚同达律师事务所,中天运会计师事务所（特殊普通合伙）,2021-12-31,2021-06-24,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=930
西安大医集团股份有限公司,科创板,终止,陕西,专用设备制造业,海通证券股份有限公司,北京市中伦律师事务所,普华永道中天会计师事务所（特殊普通合伙）,2021-12-29,2021-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=990
浙江和泽医药科技股份有限公司,科创板,终止,浙江,研究和试验发展,民生证券股份有限公司,上海市锦天城律师事务所,天健会计师事务所（特殊普通合伙）,2021-12-22,2021-06-25,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=935
江苏高凯精密流体技术股份有限公司,科创板,终止,江苏,专用设备制造业,东吴证券股份有限公司,北京国枫律师事务所,天健会计师事务所（特殊普通合伙）,2021-12-13,2021-06-17,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=918
江苏容汇通用锂业股份有限公司,科创板,终止,江苏,计算机、通信和其他电子设备制造业,东吴证券股份有限公司,北京市大成律师事务所,立信会计师事务所（特殊普通合伙）,2021-12-11,2020-12-23,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=799
无锡盛景微电子股份有限公司,科创板,终止,江苏,计算机、通信和其他电子设备制造业,光大证券股份有限公司,上海市锦天城律师事务所,容诚会计师事务所（特殊普通合伙）,2021-12-06,2021-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=991
广东雅达电子股份有限公司,科创板,终止,广东,仪器仪表制造业,东莞证券股份有限公司,北京中银律师事务所,大信会计师事务所（特殊普通合伙）,2021-11-30,2021-06-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=972
杭州索元生物医药股份有限公司,科创板,终止,浙江,医药制造业,中信建投证券股份有限公司长城证券股份有限公司,北京市君合律师事务所,德勤华永会计师事务所（特殊普通合伙）,2021-11-26,2021-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1016
宁波菲仕技术股份有限公司,科创板,终止,浙江,电气机械和器材制造业,海通证券股份有限公司,上海市锦天城律师事务所,普华永道中天会计师事务所（特殊普通合伙）,2021-11-25,2021-06-25,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=939
山东益丰生化环保股份有限公司,科创板,终止,山东,化学原料和化学制品制造业,海通证券股份有限公司,上海市瑛明律师事务所,大信会计师事务所（特殊普通合伙）,2021-11-12,2020-12-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=819
常州铭赛机器人科技股份有限公司,科创板,终止,江苏,专用设备制造业,华泰联合证券有限责任公司,北京国枫律师事务所,立信会计师事务所（特殊普通合伙）,2021-10-20,2021-06-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=1013
联想集团有限公司,科创板,终止,中国香港,计算机、通信和其他电子设备制造业,中国国际金融股份有限公司,北京市中伦律师事务所,普华永道中天会计师事务所（特殊普通合伙）,2021-10-08,2021-09-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=863
苏州晶云药物科技股份有限公司,科创板,终止,江苏,研究和试验发展,华泰联合证券有限责任公司,北京市天元律师事务所,立信会计师事务所（特殊普通合伙）,2021-09-30,2020-06-19,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=580
上海吉凯基因医学科技股份有限公司,科创板,终止,上海,研究和试验发展,中国国际金融股份有限公司,北京市金杜律师事务所,大华会计师事务所（特殊普通合伙）,2021-09-22,2021-05-07,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=875
上海海和药物研究开发股份有限公司,科创板,终止,上海,医药制造业,国泰君安证券股份有限公司,北京市君合律师事务所,安永华明会计师事务所（特殊普通合伙）,2021-09-22,2021-02-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=846
浙江天地环保科技股份有限公司,科创板,终止,浙江,生态保护和环境治理业,中国国际金融股份有限公司,北京市金杜律师事务所,普华永道中天会计师事务所（特殊普通合伙）,2021-09-03,2021-03-11,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=857
中天科技海缆股份有限公司,科创板,终止,江苏,电气机械和器材制造业,中信建投证券股份有限公司,北京市中伦律师事务所,中兴华会计师事务所（特殊普通合伙）,2021-08-30,2021-05-27,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=899
杭州国泰环保科技股份有限公司,科创板,终止,浙江,生态保护和环境治理业,国信证券股份有限公司,浙江天册律师事务所,天健会计师事务所（特殊普通合伙）,2021-08-26,2020-12-31,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=837
上海重塑能源集团股份有限公司,科创板,终止,上海,电气机械和器材制造业,中信建投证券股份有限公司,北京市天元律师事务所,天衡会计师事务所（特殊普通合伙）,2021-08-18,2021-03-02,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=850
