公司名称,板块,审核状态,地区,行业,保荐机构,律师事务所,会计师事务所,受理日期,更新日期,链接
广州禾信仪器股份有限公司,科创板,终止,广东,仪器仪表制造业,国信证券股份有限公司,国信信扬律师事务所,天职国际会计师事务所（特殊普通合伙）,2020-01-21,2019-06-27,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=201
绍兴兴欣新材料股份有限公司,科创板,终止,浙江,化学原料和化学制品制造业,光大证券股份有限公司,北京市炜衡律师事务所,立信会计师事务所（特殊普通合伙）,2019-12-12,2019-06-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=175
上海拓璞数控科技股份有限公司,科创板,终止,上海,通用设备制造业,招商证券股份有限公司,北京市竞天公诚律师事务所,立信会计师事务所（特殊普通合伙）,2019-12-05,2019-06-19,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=183
江苏浩欧博生物医药股份有限公司,科创板,终止,江苏,医药制造业,华泰联合证券有限责任公司,国浩律师（上海）事务所,立信会计师事务所（特殊普通合伙）,2019-12-04,2019-04-19,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=127
安翰科技（武汉）股份有限公司,科创板,终止,湖北,专用设备制造业,招商证券股份有限公司,北京市中伦律师事务所,安永华明会计师事务所（特殊普通合伙）,2019-11-25,2019-03-22,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=10
江西金达莱环保股份有限公司,科创板,终止,江西,生态保护和环境治理业,招商证券股份有限公司,北京国枫律师事务所,中审众环会计师事务所（特殊普通合伙）,2019-11-20,2019-04-15,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=106
广州佛朗斯股份有限公司,科创板,终止,广东,租赁业,广发证券股份有限公司,北京市中伦律师事务所,天健会计师事务所（特殊普通合伙）,2019-11-18,2019-06-27,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=191
博拉网络股份有限公司,科创板,终止,重庆,互联网和相关服务,申万宏源证券承销保荐有限责任公司,北京德恒律师事务所,立信会计师事务所（特殊普通合伙）,2019-11-14,2019-04-24,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=129
先临三维科技股份有限公司,科创板,终止,浙江,通用设备制造业,中国国际金融股份有限公司,浙江天册律师事务所,天健会计师事务所（特殊普通合伙）,2019-11-13,2019-05-10,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=155
上海赛伦生物技术股份有限公司,科创板,终止,上海,医药制造业,海通证券股份有限公司,上海市锦天城律师事务所,大华会计师事务所（特殊普通合伙）,2019-11-11,2019-05-09,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=156
中联云港数据科技股份有限公司,科创板,终止,北京,互联网和相关服务,华泰联合证券有限责任公司,国浩律师（北京）事务所,信永中和会计师事务所（特殊普通合伙）,2019-10-31,2019-07-09,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=237
华夏天信智能物联股份有限公司,科创板,终止,山东,专用设备制造业,中泰证券股份有限公司,北京德恒律师事务所,致同会计师事务所（特殊普通合伙）,2019-10-21,2019-05-31,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=172
上海泰坦科技股份有限公司,科创板,终止,上海,研究和试验发展,光大证券股份有限公司,北京德恒律师事务所,大信会计师事务所（特殊普通合伙）,2019-09-26,2019-04-11,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=99
光通天下网络科技股份有限公司,科创板,终止,浙江,软件和信息技术服务业,申万宏源证券承销保荐有限责任公司,国浩律师（上海）事务所,天健会计师事务所（特殊普通合伙）,2019-09-19,2019-06-12,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=181
北京连山科技股份有限公司,科创板,终止,北京,软件和信息技术服务业,光大证券股份有限公司,北京国枫律师事务所,北京天圆全会计师事务所（特殊普通合伙）,2019-09-19,2019-05-07,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=147
北京国科环宇科技股份有限公司,科创板,终止,北京,铁路、船舶、航空航天和其他运输设备制造业,中泰证券股份有限公司,北京市君合律师事务所,瑞华会计师事务所（特殊普通合伙）,2019-09-05,2019-04-12,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=107
视联动力信息技术股份有限公司,科创板,终止,北京,计算机、通信和其他电子设备制造业,中信建投证券股份有限公司,北京国枫律师事务所,毕马威华振会计师事务所（特殊普通合伙）,2019-08-30,2019-04-08,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=86
成都苑东生物制药股份有限公司,科创板,终止,四川,医药制造业,中信证券股份有限公司,北京国枫律师事务所,中汇会计师事务所（特殊普通合伙）,2019-08-29,2019-04-03,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=78
上海新数网络科技股份有限公司,科创板,终止,上海,互联网和相关服务,天风证券股份有限公司,上海市通力律师事务所,普华永道中天会计师事务所（特殊普通合伙）,2019-08-23,2019-06-25,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=188
深圳市贝斯达医疗股份有限公司,科创板,终止,广东,专用设备制造业,东兴证券股份有限公司,北京观韬中茂律师事务所,天职国际会计师事务所（特殊普通合伙）,2019-08-07,2019-03-27,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=25
北京海天瑞声科技股份有限公司,科创板,终止,北京,软件和信息技术服务业,华泰联合证券有限责任公司,北京市天元律师事务所,瑞华会计师事务所（特殊普通合伙）,2019-07-26,2019-04-09,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=92
北京诺康达医药科技股份有限公司,科创板,终止,北京,研究和试验发展,德邦证券股份有限公司,北京国枫律师事务所,华普天健会计师事务所（特殊普通合伙）,2019-07-24,2019-04-12,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=110
和舰芯片制造（苏州）股份有限公司,科创板,终止,江苏,计算机、通信和其他电子设备制造业,长江证券承销保荐有限公司,北京海润天睿律师事务所,大华会计师事务所（特殊普通合伙）,2019-07-23,2019-03-22,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=16
北京木瓜移动科技股份有限公司,科创板,终止,北京,互联网和相关服务,中天国富证券有限公司,北京市康达律师事务所,立信会计师事务所（特殊普通合伙）,2019-07-08,2019-03-29,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=49
武汉新芯集成电路股份有限公司,科创板,中止(财报更新),湖北,计算机、通信和其他电子设备制造业,国泰君安证券股份有限公司华源证券股份有限公司,国浩律师（上海）事务所,安永华明会计师事务所（特殊普通合伙）,2024-12-31,2024-09-30,https://www.sse.com.cn/listing/renewal/ipo/index_listing_detail.shtml?auditId=2044
